id,name,drugType,blackBoxWarning,yearOfFirstApproval,parentId,childChemblIds,linkedDiseases.rows,hasBeenWithdrawn,linkedTargets.rows
CHEMBL1237132,CLEVIDIPINE,Small molecule,False,2008.0,,,"['EFO_1001031' 'EFO_0004273' 'EFO_0005669' 'EFO_0000319' 'EFO_0001666'
 'EFO_0004264' 'EFO_0000537']",False,['ENSG00000157388' 'ENSG00000081248' 'ENSG00000102001' 'ENSG00000151067']
CHEMBL1257073,TECOVIRIMAT,Small molecule,False,2018.0,,,,False,
CHEMBL1484,NICARDIPINE,Small molecule,False,1988.0,,['CHEMBL1200326'],"['HP_0000303' 'HP_0002140' 'EFO_0001645' 'EFO_0009846' 'EFO_0005669'
 'EFO_0000319' 'EFO_1000994' 'EFO_0000537' 'EFO_0000713' 'EFO_0000712'
 'EFO_0003833' 'EFO_0000668' 'EFO_0007490' 'EFO_0004282' 'EFO_0005672']",False,['ENSG00000157388' 'ENSG00000081248' 'ENSG00000102001' 'ENSG00000151067']
CHEMBL1504,TRIAMCINOLONE ACETONIDE,Small molecule,False,1960.0,,,"['EFO_0004683' 'EFO_0010822' 'EFO_1000809' 'EFO_0004274' 'MONDO_0002959'
 'EFO_0009322' 'EFO_1001129' 'EFO_0000497' 'EFO_1000706' 'EFO_0005773'
 'EFO_0002506' 'EFO_1000680' 'MONDO_0002471' 'EFO_1000786' 'EFO_1001898'
 'EFO_0004616' 'EFO_0004208' 'EFO_0008517' 'EFO_1001250' 'EFO_0004719'
 'EFO_0005854' 'MONDO_0022113' 'EFO_0007363' 'HP_0001742' 'HP_0030016'
 'EFO_1001119' 'EFO_1001231' 'EFO_1000986' 'EFO_0004192' 'EFO_0000270'
 'EFO_0000516' 'EFO_0007415' 'EFO_0003943' 'EFO_1001896' 'MONDO_0003005'
 'EFO_0001059' 'EFO_1001998' 'EFO_0001365' 'EFO_0000693' 'EFO_0008507'
 'MONDO_0004037' 'HP_0010450' 'EFO_0000274' 'EFO_0009606' 'HP_0030834'
 'EFO_0004212' 'EFO_0004238' 'EFO_0009321' 'EFO_1001417' 'EFO_0007490'
 'EFO_0008521' 'EFO_1000616' 'EFO_1001157' 'EFO_0003770' 'EFO_1001054'
 'EFO_0003843' 'EFO_1000941' 'EFO_0004229' 'EFO_0009485' 'EFO_0000706'
 'MONDO_0004857' 'EFO_0003956']",False,['ENSG00000113580']
CHEMBL1580,PENTOSTATIN,Small molecule,True,1991.0,,,"['EFO_0000565' 'MONDO_0013730' 'EFO_0000616' 'EFO_1000956' 'EFO_0000095'
 'Orphanet_232' 'EFO_0000574' 'MONDO_0002367' 'EFO_0004599' 'EFO_0000311']",False,['ENSG00000196839']
CHEMBL1581,PERINDOPRIL,Small molecule,True,1993.0,,['CHEMBL3544986' 'CHEMBL1200343'],"['EFO_0004214' 'EFO_0003095' 'EFO_0001645' 'EFO_0000249' 'EFO_0000401'
 'EFO_0001358' 'EFO_0000319' 'Orphanet_558' 'EFO_0000537' 'EFO_1001480'
 'EFO_1000654' 'MONDO_0002491' 'EFO_0003144' 'EFO_0003884' 'EFO_1002032'
 'EFO_0000612' 'EFO_0004701' 'EFO_0001360' 'EFO_0000407']",False,['ENSG00000159640']
CHEMBL17,DICHLORPHENAMIDE,Small molecule,False,1958.0,,,['Orphanet_682' 'Orphanet_681' 'EFO_0000516' 'Orphanet_684'],False,['ENSG00000167434' 'ENSG00000133742' 'ENSG00000104267' 'ENSG00000074410']
CHEMBL1742996,BRODALUMAB,Antibody,True,2017.0,,,"['EFO_0000685' 'EFO_1000710' 'EFO_1001494' 'EFO_0000270' 'EFO_0003898'
 'EFO_0000676' 'EFO_0003778' 'Orphanet_163927' 'EFO_0000540' 'EFO_0000717'
 'EFO_0000384']",False,['ENSG00000177663']
CHEMBL2108222,ALOXIPRIN,Unknown,False,,,,['HP_0001945' 'HP_0004419' 'EFO_0003843'],False,['ENSG00000073756' 'ENSG00000095303']
CHEMBL2336071,SIPONIMOD,Small molecule,False,2019.0,,['CHEMBL4298150'],"['EFO_0003885' 'EFO_0003086' 'EFO_0003840' 'EFO_0000398' 'EFO_0001421'
 'EFO_0003929' 'EFO_0003063' 'EFO_0000540' 'EFO_0008522']",False,['ENSG00000170989']
CHEMBL30116,PIPEMIDIC ACID,Small molecule,False,,,,,False,
CHEMBL3286830,LORLATINIB,Small molecule,False,2018.0,,['CHEMBL4539157'],"['EFO_0000616' 'EFO_0003086' 'EFO_0003032' 'EFO_0003060' 'EFO_0000621'
 'EFO_0000311']",False,['ENSG00000171094' 'ENSG00000143924']
CHEMBL3301587,DURVALUMAB,Antibody,False,2017.0,,,"['MONDO_0003060' 'EFO_0003869' 'EFO_0003891' 'EFO_0000365' 'EFO_0001075'
 'MONDO_0003890' 'EFO_0000756' 'EFO_0000681' 'EFO_0000571' 'EFO_1000657'
 'EFO_0005952' 'EFO_0000228' 'MONDO_0044704' 'EFO_1001951' 'MONDO_0001416'
 'MONDO_0003059' 'EFO_0000588' 'MONDO_0002974' 'EFO_0009709'
 'MONDO_0008903' 'EFO_0000182' 'EFO_0000501' 'EFO_0008528' 'MONDO_0003199'
 'EFO_0000641' 'EFO_1000251' 'EFO_0000514' 'MONDO_0003001' 'MONDO_0021115'
 'EFO_0000198' 'EFO_0002618' 'EFO_1001931' 'EFO_0005922' 'MONDO_0002108'
 'EFO_0001642' 'MONDO_0008170' 'EFO_0000349' 'EFO_0005842' 'EFO_1001968'
 'EFO_0002429' 'MONDO_0008315' 'EFO_0005221' 'EFO_0000294' 'MONDO_0044889'
 'EFO_0003868' 'EFO_0005537' 'EFO_0004284' 'EFO_0000574' 'EFO_0006544'
 'EFO_0001378' 'EFO_0000348' 'EFO_0000292' 'MONDO_0044903' 'MONDO_0021117'
 'MONDO_0044887' 'EFO_0002913' 'MONDO_0007254' 'EFO_0004230' 'EFO_1001012'
 'EFO_0000708' 'EFO_0000305' 'MONDO_0020654' 'MONDO_0001187' 'EFO_0002430'
 'MONDO_0001056' 'EFO_1001480' 'EFO_1000044' 'EFO_0003968' 'EFO_0000770'
 'EFO_0000673' 'EFO_0000707' 'EFO_0000616' 'EFO_0005220' 'MONDO_0021656'
 'EFO_0006859' 'EFO_0000503' 'EFO_0000478' 'EFO_0000403' 'MONDO_0003002'
 'MONDO_0007576' 'EFO_0000222' 'EFO_0000313' 'EFO_0003060' 'EFO_0000311'
 'EFO_1001961' 'EFO_0006738' 'EFO_0003863' 'EFO_0000095' 'EFO_0002517'
 'EFO_0000702' 'EFO_0000199' 'MONDO_0018906' 'EFO_0003050' 'EFO_0000691'
 'EFO_0000181' 'EFO_0000519' 'MONDO_0024880']",False,['ENSG00000120217']
CHEMBL521686,OLAPARIB,Small molecule,False,2014.0,,,"['EFO_0005232' 'EFO_0003869' 'EFO_0001361' 'EFO_0000637' 'EFO_0001075'
 'EFO_1001958' 'EFO_0000681' 'EFO_1000984' 'EFO_1001951' 'MONDO_0003059'
 'EFO_0000588' 'MONDO_0002974' 'EFO_0000389' 'EFO_1000251' 'EFO_0002918'
 'EFO_0000514' 'MONDO_0002715' 'EFO_0002618' 'Orphanet_145' 'EFO_0003893'
 'MONDO_0008170' 'EFO_1001512' 'EFO_1001968' 'MONDO_0008315' 'EFO_0005221'
 'EFO_0001663' 'EFO_0009708' 'EFO_0000294' 'Orphanet_398934' 'EFO_0001061'
 'EFO_1001100' 'EFO_1000238' 'EFO_0005537' 'EFO_0000574' 'EFO_0006544'
 'MONDO_0100342' 'EFO_1001901' 'MONDO_0015686' 'MONDO_0007254'
 'EFO_0004230' 'MONDO_0002087' 'EFO_0000305' 'MONDO_0001187'
 'MONDO_0001056' 'EFO_1001480' 'MONDO_0002158' 'EFO_1000044' 'EFO_0003968'
 'EFO_0003860' 'EFO_1001974' 'EFO_0000673' 'EFO_0000196' 'EFO_0000707'
 'EFO_0002617' 'EFO_1000158' 'EFO_0000616' 'EFO_0006859' 'EFO_0000503'
 'EFO_0000313' 'EFO_0003060' 'EFO_0000311' 'EFO_0000174' 'EFO_0002517'
 'MONDO_0011962' 'EFO_0000702' 'MONDO_0024880' 'EFO_0000691' 'EFO_0000181'
 'EFO_0000519']",False,['ENSG00000143799' 'ENSG00000129484' 'ENSG00000041880']
CHEMBL70,MORPHINE,Small molecule,True,1984.0,,['CHEMBL2096625' 'CHEMBL4068407' 'CHEMBL2103744' 'CHEMBL556578'],"['MONDO_0024647' 'EFO_0003777' 'EFO_0001361' 'HP_0000989' 'EFO_0000540'
 'HP_0011868' 'HP_0004798' 'EFO_1001951' 'EFO_0003913' 'EFO_0003964'
 'EFO_0009727' 'EFO_0003931' 'EFO_0002506' 'EFO_0009513' 'EFO_1000786'
 'EFO_1001134' 'EFO_1001898' 'EFO_0004253' 'EFO_0004616' 'HP_0003419'
 'HP_0008419' 'EFO_0005799' 'EFO_0003877' 'EFO_1001250' 'EFO_0005762'
 'EFO_0001074' 'HP_0012532' 'EFO_0005323' 'MONDO_0008315' 'EFO_0000546'
 'MP_0001914' 'HP_0100806' 'MONDO_0001208' 'HP_0003040' 'EFO_0009688'
 'EFO_0009842' 'EFO_0004888' 'EFO_0000341' 'EFO_0005672' 'EFO_1001792'
 'MONDO_0000726' 'EFO_1001998' 'EFO_0004240' 'Orphanet_232' 'EFO_0000768'
 'EFO_0004992' 'MONDO_0007254' 'EFO_0009267' 'MONDO_0004565' 'EFO_0002950'
 'MONDO_0001056' 'EFO_0005279' 'EFO_0003917' 'HP_0001822' 'EFO_0000616'
 'EFO_0004210' 'EFO_0001645' 'HP_0011110' 'EFO_0000222' 'HP_0003418'
 'EFO_0003818' 'EFO_0010702' 'EFO_0001073' 'EFO_0003843' 'EFO_0005755'
 'HP_0002315' 'EFO_0000311' 'EFO_0007149' 'EFO_1001412' 'EFO_0004273'
 'EFO_0008583' 'EFO_0000612' 'EFO_0005611' 'EFO_0003766' 'EFO_0009314'
 'EFO_0004270' 'GO_0035483' 'EFO_0003918' 'EFO_0003833' 'MONDO_0024880'
 'HP_0002019']",False,['ENSG00000112038']
CHEMBL1051,LATANOPROST,Small molecule,False,1996.0,,,"['EFO_0006862' 'EFO_0004190' 'EFO_1001069' 'EFO_0004192' 'EFO_1000906'
 'EFO_0003770' 'EFO_0004208' 'EFO_0000516']",False,['ENSG00000122420']
CHEMBL1201185,LANREOTIDE,Protein,False,2007.0,,['CHEMBL1201184'],"['EFO_0000616' 'EFO_1001307' 'EFO_1001769' 'MONDO_0000447' 'EFO_1001901'
 'MONDO_0024503' 'HP_0002014' 'EFO_1001466' 'Orphanet_657' 'EFO_0004243'
 'EFO_1001496' 'MONDO_0044937' 'MONDO_0004565' 'MONDO_0008315'
 'EFO_1001471' 'EFO_1001485' 'EFO_1000478' 'EFO_0009431' 'MONDO_0002995'
 'EFO_0000182' 'HP_0003074' 'EFO_1000852' 'EFO_0003769' 'EFO_1001095']",False,['ENSG00000162009' 'ENSG00000180616']
CHEMBL1201476,ENOXAPARIN SODIUM,Oligosaccharide,True,1993.0,,,"['EFO_0003086' 'EFO_0000275' 'EFO_0005669' 'EFO_0000495' 'EFO_0003964'
 'EFO_0005681' 'MONDO_0001416' 'HP_0030242' 'EFO_0008585' 'EFO_0000544'
 'EFO_1001375' 'EFO_0003144' 'EFO_0000712' 'HP_0004420' 'EFO_0004255'
 'EFO_0004616' 'HP_0004419' 'HP_0004936' 'EFO_0002618' 'EFO_0000616'
 'HP_0002140' 'EFO_0000545' 'EFO_0002916' 'EFO_0001645' 'MONDO_0008170'
 'EFO_0004286' 'EFO_0007443' 'EFO_0001073' 'EFO_0003060' 'EFO_0000311'
 'EFO_1000954' 'HP_0001907' 'EFO_0001422' 'MP_0001845' 'MP_0001914'
 'MONDO_0100096' 'MONDO_0000831' 'EFO_0003827' 'EFO_0001359' 'EFO_0000702'
 'EFO_0000574' 'EFO_0003907' 'EFO_0008583' 'EFO_0000612' 'EFO_0009557'
 'EFO_0009314' 'EFO_0000668' 'EFO_0005672']",False,['ENSG00000117601']
CHEMBL1286,LEVETIRACETAM,Small molecule,False,1999.0,,,"['EFO_0003086' 'EFO_0002610' 'EFO_0004777' 'EFO_0004262' 'EFO_0004280'
 'Orphanet_232' 'HP_0000726' 'EFO_0000249' 'EFO_0005669' 'EFO_0003829'
 'MONDO_0002046' 'EFO_0009562' 'HP_0100543' 'EFO_0000474' 'MONDO_0002050'
 'Orphanet_1945' 'EFO_0000289' 'EFO_0004263' 'EFO_0000712' 'EFO_0000326'
 'EFO_0006510' 'EFO_0004242' 'EFO_0005230' 'EFO_0000692' 'HP_0002121'
 'HP_0002069' 'EFO_0008526' 'EFO_0002508' 'HP_0000473' 'EFO_1000904'
 'EFO_0000222' 'EFO_0005407' 'MONDO_0015643' 'HP_0002381' 'HP_0001250'
 'EFO_0001358' 'EFO_0003843' 'EFO_0000621' 'EFO_0003885' 'EFO_0000713'
 'EFO_0004895' 'Orphanet_93958' 'EFO_0005611' 'EFO_0007262' 'EFO_0003833'
 'EFO_0003108' 'EFO_0000519' 'EFO_0004270']",False,['ENSG00000159164' 'ENSG00000148408']
CHEMBL1366,AURANOFIN,Small molecule,True,1985.0,,,,False,
CHEMBL1433,DOXYCYCLINE,Small molecule,True,1967.0,,"['CHEMBL1200699' 'CHEMBL2364574' 'CHEMBL1256723' 'CHEMBL1200567'
 'CHEMBL2106418' 'CHEMBL3989740']","['EFO_1000842' 'EFO_0000729' 'EFO_0000365' 'EFO_0007486' 'EFO_0000756'
 'EFO_0000249' 'EFO_0009536' 'EFO_0007272' 'EFO_0005952' 'EFO_0003102'
 'Orphanet_85443' 'EFO_1001951' 'EFO_0007205' 'EFO_0000771' 'EFO_1001459'
 'EFO_0002506' 'EFO_0000096' 'EFO_0000544' 'EFO_1001898' 'EFO_0007357'
 'EFO_1000961' 'EFO_0008517' 'EFO_1000785' 'MONDO_0002635' 'EFO_0002618'
 'EFO_0007504' 'EFO_0002687' 'EFO_1000906' 'HP_0000964' 'MONDO_0022113'
 'EFO_1001466' 'EFO_0000701' 'Orphanet_3389' 'EFO_0000662' 'EFO_0004607'
 'Orphanet_558' 'EFO_0000384' 'EFO_0003878' 'EFO_1000760' 'EFO_0007460'
 'MP_0001914' 'EFO_1001388' 'MONDO_0100096' 'EFO_0007430' 'HP_0000130'
 'EFO_1001177' 'EFO_0000574' 'EFO_0009659' 'EFO_1001051' 'EFO_0000341'
 'EFO_1001312' 'Orphanet_314701' 'EFO_0009637' 'EFO_0004214' 'EFO_1001896'
 'EFO_0001365' 'EFO_1001984' 'EFO_0000768' 'EFO_0002913' 'Orphanet_586'
 'EFO_0000274' 'EFO_0003955' 'Orphanet_85451' 'EFO_0005622' 'EFO_0009425'
 'EFO_0008510' 'HP_0002013' 'EFO_0000778' 'EFO_0000694' 'EFO_1001788'
 'HP_0001945' 'EFO_1001875' 'EFO_0003770' 'EFO_0000319' 'HP_0001250'
 'Orphanet_271861' 'EFO_0003894' 'EFO_0003843' 'EFO_1000941' 'EFO_0003060'
 'EFO_0000311' 'EFO_0003106' 'EFO_0003885' 'EFO_0000649' 'EFO_0000764'
 'Orphanet_774' 'EFO_0000199' 'EFO_1000781' 'EFO_0000612' 'MONDO_0043510'
 'EFO_0001067' 'MONDO_0024880' 'EFO_0007480' 'EFO_0003895']",False,['ENSG00000137745' 'ENSG00000196611' 'ENSG00000118113' 'ENSG00000137673']
CHEMBL1908307,FLOSEQUINAN,Small molecule,False,1992.0,,,,True,
CHEMBL2108147,STREPTOKINASE,Enzyme,False,1997.0,,,"['HP_0002140' 'EFO_1001375' 'EFO_0003827' 'EFO_1000652' 'EFO_0008583'
 'EFO_0000612' 'HP_0004419' 'EFO_0009637' 'HP_0004936']",False,['ENSG00000122194']
CHEMBL2110816,BUTRIPTYLINE,Small molecule,False,,,['CHEMBL2106170'],,False,
CHEMBL218490,DORZOLAMIDE,Small molecule,False,1994.0,,['CHEMBL1201162'],['EFO_0003966' 'EFO_0004190' 'EFO_1001069' 'EFO_0004683' 'EFO_0000516'],False,['ENSG00000104267']
CHEMBL259209,MILNACIPRAN,Small molecule,True,2009.0,,['CHEMBL4297064' 'CHEMBL3527085'],"['EFO_0005762' 'EFO_0000685' 'EFO_0005687' 'EFO_0005296' 'EFO_0000555'
 'EFO_0003757' 'HP_0003418' 'EFO_0003843' 'MONDO_0002050' 'EFO_0002506'
 'HP_0030834' 'EFO_0003100' 'EFO_0005295' 'EFO_0003761' 'HP_0003419']",False,['ENSG00000108576' 'ENSG00000103546']
CHEMBL404108,LUMIRACOXIB,Small molecule,False,,,,"['EFO_0000685' 'EFO_0002506' 'EFO_1000786' 'EFO_0004274' 'EFO_0004616'
 'EFO_0003843' 'EFO_0005755']",True,['ENSG00000073756']
CHEMBL434394,NEBIVOLOL,Small molecule,False,2007.0,,['CHEMBL1201731'],"['EFO_0008527' 'EFO_0001645' 'EFO_0004234' 'EFO_0000319' 'Orphanet_558'
 'EFO_0003882' 'EFO_0000537' 'EFO_0003914' 'EFO_0000195' 'MONDO_0100096'
 'EFO_0008585' 'EFO_0003144' 'EFO_0000712' 'EFO_1002032' 'EFO_0008583'
 'EFO_0004225' 'EFO_0008586']",False,['ENSG00000169252' 'ENSG00000043591']
CHEMBL450,METHARBITAL,Small molecule,False,1982.0,,,['EFO_0000474'],False,['ENSG00000145864' 'ENSG00000166206' 'ENSG00000163288']
CHEMBL464,ETRETINATE,Small molecule,False,1986.0,,,['EFO_0000676'],True,"['ENSG00000131759' 'ENSG00000077092' 'ENSG00000172819' 'ENSG00000204231'
 'ENSG00000143171' 'ENSG00000186350']"
CHEMBL589586,MONOMETHYL FUMARATE,Small molecule,False,2020.0,,,['EFO_0003885' 'EFO_0003929'],False,['ENSG00000079999']
CHEMBL702,PIPERACILLIN,Small molecule,False,1981.0,,['CHEMBL1200820'],,False,
CHEMBL71752,VINPOCETINE,Small molecule,False,,,,,False,
CHEMBL750,ZONISAMIDE,Small molecule,False,2000.0,,['CHEMBL1514931' 'CHEMBL1596271'],"['EFO_0005203' 'EFO_0004566' 'EFO_1000877' 'EFO_0002610' 'EFO_0004319'
 'EFO_0002508' 'EFO_0003821' 'EFO_0003768' 'HP_0001250' 'EFO_0001073'
 'EFO_0003829' 'MONDO_0002046' 'EFO_0000474' 'Orphanet_36899'
 'EFO_1001254' 'EFO_0000289' 'HP_0001300' 'EFO_0004238' 'EFO_0005411'
 'EFO_0000692' 'EFO_0003108']",False,"['ENSG00000185313' 'ENSG00000196876' 'ENSG00000183873' 'ENSG00000136546'
 'ENSG00000144285' 'ENSG00000169432' 'ENSG00000168356' 'ENSG00000007314'
 'ENSG00000136531' 'ENSG00000153253']"
CHEMBL917,FLOXURIDINE,Small molecule,True,1970.0,,,"['EFO_0000616' 'EFO_0000365' 'EFO_0000503' 'MONDO_0015686' 'MONDO_0008170'
 'MONDO_0000956' 'Orphanet_44890' 'EFO_1000657' 'MONDO_0007576'
 'MONDO_0021063' 'EFO_0004243' 'MONDO_0002087' 'EFO_0005221' 'EFO_1001951'
 'EFO_0000311' 'EFO_1001961' 'MONDO_0002691' 'MONDO_0001056' 'EFO_1001480'
 'MONDO_0002158' 'EFO_0000182' 'EFO_0004142' 'MONDO_0024880']",False,['ENSG00000176890']
CHEMBL981,FENOFIBRIC ACID,Small molecule,False,2008.0,,['CHEMBL1201745'],"['EFO_0004211' 'MONDO_0100096' 'HP_0003124' 'MONDO_0001751' 'EFO_0001645'
 'Orphanet_79211' 'EFO_0002939' 'EFO_0000319' 'EFO_0009321'
 'Orphanet_309005' 'EFO_0003829']",False,['ENSG00000186951']
CHEMBL1165342,VINCAMINE,Small molecule,False,,,,,True,
CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,Small molecule,False,1969.0,,,"['EFO_0000685' 'HP_0006536' 'EFO_0002506' 'EFO_0009552' 'HP_0001742'
 'EFO_0003843' 'EFO_0005752' 'EFO_0002609']",False,['ENSG00000113580']
CHEMBL1201139,MEGESTROL ACETATE,Small molecule,False,1971.0,,,"['EFO_0000616' 'EFO_0005232' 'EFO_0003869' 'EFO_0006859' 'EFO_0005203'
 'EFO_0003859' 'HP_0002039' 'HP_0000726' 'MONDO_0007254' 'EFO_1001512'
 'EFO_0004230' 'HP_0031217' 'EFO_1000235' 'EFO_0000311' 'MONDO_0002691'
 'EFO_0007312' 'MONDO_0041161' 'HP_0004326' 'MONDO_0011962'
 'MONDO_0000088' 'MONDO_0024474' 'EFO_0000341' 'EFO_0000707']",False,['ENSG00000082175']
CHEMBL1201173,MEDRYSONE,Small molecule,False,1969.0,,,['EFO_0005752'],False,['ENSG00000113580']
CHEMBL1201235,METHYLHOMATROPINE,Small molecule,False,1943.0,,['CHEMBL1200851'],,False,
CHEMBL1201833,GOLIMUMAB,Antibody,True,2009.0,,,"['Orphanet_797' 'EFO_0000729' 'EFO_0000685' 'EFO_0009672' 'EFO_0003898'
 'EFO_0003778' 'EFO_0000540' 'EFO_0002609' 'MONDO_0019474' 'EFO_0002506'
 'EFO_0000270' 'EFO_0001359' 'EFO_0000706' 'EFO_0003872']",False,['ENSG00000232810']
CHEMBL1513,IRBESARTAN,Small molecule,True,1997.0,,,"['HP_0003124' 'EFO_0000275' 'Orphanet_286' 'EFO_0000401' 'EFO_0000373'
 'EFO_0004236' 'EFO_0000319' 'EFO_0004194' 'Orphanet_558' 'EFO_0000537'
 'HP_0100806' 'MONDO_0001302' 'EFO_0004220' 'EFO_1001375' 'EFO_0003144'
 'EFO_0003884' 'EFO_1002032' 'EFO_0000612' 'EFO_0007243' 'EFO_0004285'
 'EFO_0001360' 'HP_0012594']",False,['ENSG00000144891']
CHEMBL1518,PROPYLTHIOURACIL,Small molecule,True,1947.0,,,['EFO_0009190' 'EFO_1001466' 'HP_0000820'],False,['ENSG00000211452' 'ENSG00000115705']
CHEMBL1536,ERGOCALCIFEROL,Small molecule,False,1941.0,,,"['EFO_0000729' 'EFO_0003869' 'EFO_1001173' 'HP_0000989' 'Orphanet_437'
 'EFO_0003095' 'EFO_0000249' 'EFO_0004278' 'EFO_0003762' 'EFO_0000266'
 'EFO_0005952' 'EFO_1001951' 'EFO_0003964' 'EFO_0000565' 'HP_0000938'
 'EFO_1000653' 'EFO_0004593' 'EFO_0003931' 'EFO_0002506' 'MONDO_0002974'
 'EFO_0000389' 'MONDO_0008903' 'EFO_0003884' 'EFO_0008528' 'EFO_0000676'
 'EFO_0007319' 'EFO_0004616' 'EFO_0000400' 'EFO_0004288' 'EFO_0003888'
 'HP_0002148' 'HP_0005521' 'EFO_0003821' 'EFO_0005583' 'Orphanet_3389'
 'EFO_0009516' 'EFO_1002029' 'EFO_0000384' 'EFO_0000660' 'MONDO_0008315'
 'Orphanet_309005' 'MONDO_0100096' 'EFO_0008519' 'EFO_0004192'
 'EFO_1000049' 'EFO_0000270' 'EFO_0001359' 'EFO_0000574' 'EFO_0001360'
 'EFO_0003767' 'EFO_0003922' 'EFO_0005672' 'EFO_1001792' 'HP_0002901'
 'EFO_0007405' 'EFO_1001494' 'Orphanet_232' 'EFO_0005878' 'MONDO_0007254'
 'Orphanet_586' 'EFO_0000373' 'EFO_0009451' 'EFO_0000274' 'EFO_0003882'
 'EFO_0002950' 'EFO_1000783' 'EFO_1001480' 'EFO_0004247' 'EFO_1001375'
 'EFO_0003144' 'Orphanet_89936' 'EFO_0003837' 'EFO_0000673' 'EFO_0003047'
 'EFO_0003917' 'EFO_0009706' 'EFO_0000685' 'EFO_0004261' 'EFO_0000186'
 'EFO_0000545' 'EFO_0008572' 'HP_0002024' 'Orphanet_666' 'EFO_0001073'
 'EFO_0003843' 'EFO_0000311' 'MONDO_0002171' 'EFO_0003885' 'EFO_0003834'
 'EFO_0004220' 'HP_0003549' 'EFO_0003854' 'EFO_0002614' 'EFO_0000764'
 'MONDO_0011962' 'EFO_1001890' 'Orphanet_355' 'EFO_0009314' 'EFO_0004270'
 'MONDO_0024880' 'EFO_0007176']",False,['ENSG00000111424']
CHEMBL1570,SULFOXONE,Small molecule,False,1982.0,,['CHEMBL1200580'],,False,
CHEMBL1572,NETILMICIN,Small molecule,False,1983.0,,['CHEMBL3989829'],,False,
CHEMBL1601,CEFONICID,Small molecule,False,1984.0,,['CHEMBL1201005' 'CHEMBL2105997'],,False,
CHEMBL1615438,LEVOCABASTINE,Small molecule,False,1993.0,,['CHEMBL1237102'],['EFO_0005751' 'EFO_1001417' 'HP_0001742' 'EFO_0003956'],False,['ENSG00000196639']
CHEMBL1983350,STIRIPENTOL,Small molecule,False,2018.0,,,,False,
CHEMBL2103758,PRAMLINTIDE,Protein,True,2005.0,,['CHEMBL3833353'],"['EFO_0004566' 'EFO_0001359' 'HP_0001943' 'EFO_0001360' 'EFO_1001927'
 'EFO_0001073' 'EFO_0000400']",False,['ENSG00000004948']
CHEMBL2107831,LUSUTROMBOPAG,Small molecule,False,2018.0,,,['MP_0001914' 'EFO_0007160' 'HP_0001873'],False,['ENSG00000117400']
CHEMBL38827,LUMEFANTRINE,Small molecule,False,2009.0,,,,False,
CHEMBL3989974,CEFIDEROCOL,Small molecule,False,2019.0,,['CHEMBL4297211'],,False,
CHEMBL649,NADOLOL,Small molecule,True,1979.0,,,"['EFO_0004319' 'MP_0001914' 'EFO_0000270' 'EFO_0003821' 'EFO_0000319'
 'EFO_1000635' 'EFO_0000537']",False,['ENSG00000169252' 'ENSG00000043591']
CHEMBL728,PROCHLORPERAZINE,Small molecule,True,1956.0,,['CHEMBL1200587' 'CHEMBL1201154' 'CHEMBL1314751'],"['MONDO_0001416' 'EFO_1001482' 'EFO_0006911' 'EFO_0003821' 'HP_0002017'
 'EFO_0004888' 'EFO_0005407' 'HP_0002315' 'HP_0002018']",False,['ENSG00000149295']
CHEMBL771,CYCLOSERINE,Small molecule,False,1964.0,,['CHEMBL1222336'],,False,
CHEMBL782,TOLBUTAMIDE,Small molecule,False,1961.0,,['CHEMBL1200874'],"['EFO_0000616' 'EFO_0004220' 'HP_0012532' 'EFO_0000574' 'EFO_0001360'
 'EFO_0000400']",False,['ENSG00000187486' 'ENSG00000006071']
CHEMBL818,IOBENGUANE,Small molecule,False,1994.0,,"['CHEMBL1374843' 'CHEMBL1615777' 'CHEMBL3989511' 'CHEMBL4584538'
 'CHEMBL1615779' 'CHEMBL3989523' 'CHEMBL1255738']","['EFO_1001901' 'MONDO_0024503' 'EFO_0003144' 'EFO_1000453' 'EFO_0000621'
 'EFO_0000239']",False,['ENSG00000103546']
CHEMBL832,SULFINPYRAZONE,Small molecule,False,1959.0,,,['EFO_0004274'],False,['ENSG00000197891']
CHEMBL957,BOSENTAN,Small molecule,True,2001.0,,['CHEMBL175616'],"['EFO_0007372' 'EFO_0002618' 'MONDO_0005149' 'EFO_0001361' 'EFO_1001346'
 'EFO_1001103' 'Orphanet_422' 'EFO_0000768' 'EFO_0005207' 'EFO_0009200'
 'EFO_0000756' 'EFO_1000809' 'HP_0001945' 'EFO_0000373' 'MONDO_0043839'
 'MONDO_0004933' 'EFO_0000537' 'EFO_0001422' 'EFO_0000270' 'Orphanet_1478'
 'EFO_0000341' 'EFO_0000516' 'EFO_0001360' 'EFO_0000717' 'EFO_0000400']",False,['ENSG00000151617' 'ENSG00000136160']
