id,name,drugType,blackBoxWarning,yearOfFirstApproval,parentId,childChemblIds,linkedDiseases.rows,hasBeenWithdrawn,linkedTargets.rows
CHEMBL1237119,TREPROSTINIL,Small molecule,False,2002.0,,['CHEMBL2107815'],"['MONDO_0005149' 'EFO_0001361' 'MONDO_0100130' 'EFO_1001103' 'EFO_0002687'
 'EFO_0003875' 'EFO_0000768' 'EFO_0005207' 'EFO_0000556' 'MONDO_0001999'
 'EFO_0003843' 'EFO_1001145' 'EFO_1001459' 'EFO_0000341' 'HP_0004419'
 'EFO_0000717']",False,['ENSG00000160013']
CHEMBL1241951,LETERMOVIR,Small molecule,False,2017.0,,,,False,
CHEMBL1323699,PADIMATE O,Small molecule,False,,,,,False,
CHEMBL1353,SODIUM BICARBONATE,Small molecule,False,1985.0,,,,False,
CHEMBL1628227,DOXEPIN,Small molecule,True,1969.0,,['CHEMBL1628234'],"['HP_0000989' 'MONDO_0002050' 'EFO_0000555' 'HP_0000726' 'MONDO_0007254'
 'EFO_0003761' 'EFO_0005230' 'EFO_0003843' 'EFO_0004698' 'EFO_1001904'
 'EFO_0000692']",False,['ENSG00000103546']
CHEMBL22,TRIMETHOPRIM,Small molecule,False,1973.0,,"['CHEMBL2110367' 'CHEMBL2237501' 'CHEMBL1430611' 'CHEMBL2237502'
 'CHEMBL1201080']",,False,
CHEMBL28333,MEDAZEPAM,Small molecule,False,,,['CHEMBL2106842'],,False,
CHEMBL284348,DALFAMPRIDINE,Small molecule,False,2010.0,,,"['HP_0001257' 'EFO_0009602' 'EFO_0007405' 'HP_0002140' 'EFO_0003782'
 'Orphanet_97' 'EFO_1000809' 'EFO_1001919' 'EFO_0003929' 'EFO_0004335'
 'EFO_0009490' 'MONDO_0021553' 'EFO_0003885' 'HP_0000083' 'Orphanet_83419'
 'EFO_0008520' 'EFO_0000712' 'EFO_0007292' 'EFO_1000632' 'EFO_0003918'
 'EFO_0008522']",False,"['ENSG00000164794' 'ENSG00000116396' 'ENSG00000184408' 'ENSG00000162975'
 'ENSG00000171126' 'ENSG00000177272' 'ENSG00000168263' 'ENSG00000053918'
 'ENSG00000129159' 'ENSG00000140015' 'ENSG00000026559' 'ENSG00000143105'
 'ENSG00000182674' 'ENSG00000173826' 'ENSG00000184156' 'ENSG00000185760'
 'ENSG00000124134' 'ENSG00000183960' 'ENSG00000111262' 'ENSG00000102057'
 'ENSG00000178342' 'ENSG00000055118' 'ENSG00000117013' 'ENSG00000170745'
 'ENSG00000130037' 'ENSG00000131398' 'ENSG00000182255' 'ENSG00000075043'
 'ENSG00000143473' 'ENSG00000135519' 'ENSG00000158445' 'ENSG00000168418'
 'ENSG00000177301' 'ENSG00000089558' 'ENSG00000151079' 'ENSG00000166006'
 'ENSG00000104848' 'ENSG00000156486' 'ENSG00000171385' 'ENSG00000184611']"
CHEMBL3707208,FERROUS GLYCINE SULFATE,Small molecule,False,,,,,False,
CHEMBL416146,ETORICOXIB,Small molecule,False,,,,"['EFO_0000685' 'EFO_0005687' 'EFO_0003820' 'EFO_0000756' 'EFO_0004274'
 'EFO_0010072' 'EFO_0003898' 'Orphanet_3389' 'EFO_0003843' 'HP_0002315'
 'EFO_0005755' 'MONDO_0008315' 'EFO_0000546' 'EFO_0002506' 'EFO_0009582'
 'EFO_0000649' 'EFO_0000764' 'EFO_0004616' 'HP_0003419' 'HP_0100607'
 'EFO_1002012' 'EFO_1001434']",False,['ENSG00000073756']
CHEMBL429,LABETALOL,Small molecule,False,1984.0,,['CHEMBL1200323'],"['EFO_0002610' 'HP_0002140' 'EFO_0007486' 'EFO_0005669' 'EFO_0003768'
 'EFO_0000319' 'EFO_0003843' 'EFO_0000537' 'EFO_0000712' 'MONDO_0001641'
 'EFO_0000668' 'EFO_0005672' 'MONDO_0024664' 'EFO_0005251']",False,"['ENSG00000274286' 'ENSG00000184160' 'ENSG00000169252' 'ENSG00000171873'
 'ENSG00000170214' 'ENSG00000120907' 'ENSG00000043591' 'ENSG00000188778'
 'ENSG00000150594']"
CHEMBL462605,PITOLISANT,Small molecule,False,2019.0,,['CHEMBL4164059'],"['MONDO_0021107' 'EFO_0003086' 'EFO_0005246' 'EFO_0003890' 'Orphanet_739'
 'EFO_0002508' 'EFO_0000692' 'EFO_0000614' 'EFO_0003829']",False,['ENSG00000101180']
CHEMBL539,ACETIC ACID,Small molecule,False,,,['CHEMBL4297336'],,False,
CHEMBL651,METHADONE,Small molecule,True,1947.0,,['CHEMBL1200825'],"['EFO_0005762' 'MONDO_0000726' 'EFO_0004240' 'EFO_0002610' 'HP_0012532'
 'EFO_0000180' 'EFO_0010702' 'EFO_0003843' 'EFO_0000311' 'EFO_0004220'
 'EFO_0003890' 'EFO_0000764' 'HP_0004308' 'EFO_0004273' 'HP_0003419'
 'EFO_0006510' 'EFO_0005611' 'EFO_0003047' 'EFO_0003917' 'EFO_0005799'
 'HP_0008419']",False,['ENSG00000112038']
CHEMBL880,FAMCICLOVIR,Small molecule,False,1994.0,,,,False,
CHEMBL92401,IPRONIAZID,Small molecule,False,,,['CHEMBL1256361' 'CHEMBL1534878'],['EFO_0003761'],False,['ENSG00000189221' 'ENSG00000069535']
CHEMBL977,HYDROCORTISONE HEMISUCCINATE,Small molecule,False,1955.0,,['CHEMBL3989663' 'CHEMBL1200495'],"['EFO_0000729' 'EFO_0006834' 'EFO_0000220' 'EFO_0000403' 'MONDO_0000870'
 'HP_0004798' 'EFO_0000565' 'EFO_0000309' 'EFO_0003032' 'EFO_0000270'
 'EFO_1001936' 'EFO_1001947' 'EFO_0009552' 'MONDO_0020743' 'EFO_0005752']",False,['ENSG00000113580']
CHEMBL1013,LORACARBEF,Small molecule,False,1991.0,,['CHEMBL1200610'],,False,
CHEMBL1025,ISOFLUROPHATE,Small molecule,False,1957.0,,,['EFO_0000516'],False,['ENSG00000087085']
CHEMBL1174,EPTIFIBATIDE,Protein,False,1998.0,,['CHEMBL4068311'],"['HP_0002140' 'EFO_0006834' 'Orphanet_232' 'EFO_0001645' 'EFO_0000319'
 'EFO_0004277' 'EFO_0003106' 'EFO_0008585' 'EFO_0000712' 'EFO_0008583'
 'EFO_0000612' 'HP_0004419' 'EFO_0005672' 'EFO_0008586']",False,['ENSG00000259207' 'ENSG00000005961']
CHEMBL1186579,METHYLNALTREXONE,Small molecule,False,2008.0,,['CHEMBL470617' 'CHEMBL1201770'],"['EFO_0002618' 'EFO_0003086' 'MONDO_0004880' 'EFO_0008585' 'EFO_0010282'
 'EFO_0001645' 'HP_0001410' 'MONDO_0004567' 'EFO_1000652' 'EFO_1000948'
 'EFO_0005611' 'MONDO_0004565' 'HP_0002019']",False,['ENSG00000112038']
CHEMBL1201251,ARBUTAMINE,Small molecule,False,1997.0,,['CHEMBL1200385'],,False,
CHEMBL1201515,PEGVISOMANT,Protein,False,2003.0,,,"['EFO_0003869' 'EFO_0009607' 'EFO_1001485' 'Orphanet_93276'
 'MONDO_0021117' 'EFO_0004142' 'EFO_0000673' 'EFO_0001073' 'EFO_0000691']",False,['ENSG00000112964']
CHEMBL1753,CLINDAMYCIN,Small molecule,True,1970.0,,['CHEMBL1200588'],,False,
CHEMBL2108250,ANISTREPLASE,Enzyme,False,,,,['HP_0004419'],False,['ENSG00000122194']
CHEMBL252556,IDEBENONE,Small molecule,False,,,,,False,
CHEMBL285802,ZOTEPINE,Small molecule,False,,,,,False,
CHEMBL3813873,PEXIDARTINIB,Small molecule,True,2019.0,,['CHEMBL3989973'],"['EFO_0000616' 'EFO_0000685' 'EFO_0000756' 'Orphanet_44890'
 'MONDO_0007254' 'EFO_0000222' 'EFO_1001106' 'MONDO_0008315'
 'MONDO_0002171' 'EFO_1000562' 'EFO_0003968' 'EFO_0001421' 'EFO_0000673'
 'EFO_0000183' 'EFO_0000760' 'EFO_0000519' 'EFO_0002617']",False,['ENSG00000157404' 'ENSG00000182578' 'ENSG00000122025']
CHEMBL404849,SULOCTIDIL,Small molecule,False,1979.0,,,['EFO_0000319'],True,"['ENSG00000075461' 'ENSG00000157388' 'ENSG00000142408' 'ENSG00000165995'
 'ENSG00000157445' 'ENSG00000100346' 'ENSG00000151067' 'ENSG00000166862'
 'ENSG00000148408' 'ENSG00000198216' 'ENSG00000167535' 'ENSG00000105605'
 'ENSG00000006116' 'ENSG00000007402' 'ENSG00000081248' 'ENSG00000102001'
 'ENSG00000151062' 'ENSG00000141837' 'ENSG00000108878' 'ENSG00000130433'
 'ENSG00000075429' 'ENSG00000182389' 'ENSG00000006283' 'ENSG00000196557'
 'ENSG00000153956' 'ENSG00000067191']"
CHEMBL575,METHICILLIN,Small molecule,False,1982.0,,['CHEMBL1164' 'CHEMBL3181832'],,False,
CHEMBL632,BETAMETHASONE,Small molecule,False,1961.0,,,"['MONDO_0003005' 'EFO_0010822' 'EFO_1001034' 'EFO_1001494' 'EFO_1001104'
 'HP_0012735' 'EFO_0000756' 'EFO_1001435' 'MONDO_0002959' 'EFO_1000644'
 'EFO_0000274' 'EFO_1000637' 'EFO_0009840' 'HP_0004798' 'HP_0011868'
 'HP_0011950' 'EFO_0002950' 'EFO_0002506' 'EFO_0000676' 'EFO_0004143'
 'EFO_0009552' 'EFO_0003917' 'EFO_0008517' 'EFO_0009321' 'EFO_0005752'
 'EFO_0005854' 'EFO_0009686' 'EFO_0000685' 'EFO_0008521' 'HP_0012532'
 'EFO_1000906' 'HP_0000964' 'EFO_0003821' 'EFO_0000232' 'EFO_1001157'
 'HP_0001742' 'HP_0006536' 'EFO_0004192' 'HP_0030833' 'EFO_0004209'
 'EFO_0000516' 'MONDO_0002258' 'EFO_1001434' 'EFO_0003785']",False,['ENSG00000113580']
CHEMBL1200633,IVERMECTIN,Unknown,False,1996.0,,,,False,
CHEMBL1201168,ISOCARBOXAZID,Small molecule,True,1959.0,,,['EFO_0000249' 'EFO_0003761'],False,['ENSG00000189221' 'ENSG00000069535']
CHEMBL1201195,CEFMETAZOLE,Small molecule,False,1989.0,,['CHEMBL1201118'],,False,
CHEMBL1201212,MIDODRINE,Small molecule,True,1996.0,,['CHEMBL1200461'],"['HP_0100806' 'HP_0002140' 'EFO_1001346' 'EFO_0006834' 'EFO_0000712'
 'EFO_0005252' 'EFO_1001919' 'EFO_1001488' 'EFO_0000319' 'EFO_0005251'
 'HP_0001541']",False,['ENSG00000171873' 'ENSG00000170214' 'ENSG00000120907']
CHEMBL1201630,INSULIN PURIFIED PORK,Protein,False,1979.0,,,['EFO_0000400'],False,['ENSG00000171105']
CHEMBL131,PREDNISOLONE,Small molecule,False,1955.0,,,"['EFO_0004190' 'EFO_0000756' 'EFO_1001345' 'EFO_0005952' 'HP_0004798'
 'Orphanet_141127' 'HP_0011950' 'EFO_1001077' 'EFO_0000096' 'EFO_0002690'
 'EFO_0003884' 'EFO_0004616' 'EFO_0000676' 'EFO_0008517' 'HP_0003072'
 'EFO_0009449' 'HP_0000964' 'EFO_0007537' 'EFO_1001968' 'HP_0001742'
 'EFO_0000384' 'MONDO_0008315' 'EFO_0000660' 'EFO_0001663' 'EFO_1001231'
 'MONDO_0020290' 'EFO_0003032' 'EFO_1000391' 'EFO_1000049' 'EFO_0000574'
 'EFO_0001378' 'EFO_0001054' 'EFO_0000341' 'EFO_0000516' 'EFO_1001887'
 'EFO_0009491' 'EFO_0003086' 'EFO_1001896' 'EFO_0007405' 'EFO_1001205'
 'EFO_0001365' 'EFO_1000997' 'MONDO_0007254' 'EFO_0000255' 'EFO_1000684'
 'HP_0010450' 'MONDO_0016236' 'HP_0004448' 'MONDO_0003541' 'EFO_1000694'
 'Orphanet_3451' 'EFO_0004289' 'EFO_0007208' 'EFO_0004826' 'EFO_0000183'
 'MONDO_0002083' 'EFO_0005752' 'Orphanet_797' 'EFO_0000280' 'EFO_0000403'
 'EFO_0003898' 'EFO_0000222' 'EFO_0003843' 'HP_0002315' 'EFO_1000954'
 'EFO_0003885' 'EFO_0007257' 'EFO_0001060' 'EFO_0005297' 'EFO_0000764'
 'EFO_1001194' 'EFO_1001373' 'MONDO_0018906' 'EFO_0007141' 'EFO_0007167'
 'MONDO_0024880' 'EFO_0003956' 'EFO_0003872' 'EFO_0000729' 'MONDO_0000873'
 'Orphanet_309015' 'EFO_1001139' 'EFO_1001069' 'EFO_0004274' 'EFO_0005558'
 'EFO_1001110' 'EFO_0008997' 'EFO_0000565' 'EFO_0007160' 'EFO_0009456'
 'EFO_0007520' 'EFO_0002506' 'EFO_1000680' 'MONDO_0019088' 'EFO_0000182'
 'EFO_0004255' 'MONDO_0015540' 'EFO_0009552' 'EFO_0000692' 'EFO_1000749'
 'EFO_0005854' 'EFO_0000759' 'EFO_0005761' 'EFO_0000220' 'EFO_1000039'
 'EFO_0004236' 'EFO_0004194' 'HP_0001873' 'EFO_1000784' 'EFO_1001119'
 'Orphanet_418' 'EFO_0004239' 'Orphanet_98896' 'EFO_1001209' 'HP_0100806'
 'MP_0001845' 'MONDO_0100096' 'MONDO_0001208' 'EFO_0000398'
 'Orphanet_90794' 'EFO_0000270' 'EFO_1001051' 'HP_0012424' 'EFO_0001360'
 'EFO_0003785' 'EFO_0007415' 'Orphanet_30391' 'EFO_0001059'
 'MONDO_0003005' 'EFO_0005319' 'EFO_1000764' 'EFO_0000768' 'EFO_1001020'
 'EFO_1001435' 'HP_0001094' 'EFO_0003778' 'MONDO_0001280' 'EFO_0000274'
 'HP_0001915' 'MONDO_0002462' 'EFO_1001888' 'EFO_0000209' 'EFO_1001264'
 'EFO_0009715' 'EFO_0004246' 'HP_0004398' 'HP_0000083' 'EFO_0008518'
 'EFO_0000474' 'EFO_0004254' 'EFO_0000673' 'EFO_0003938' 'MONDO_0020743'
 'EFO_0007427' 'EFO_1000726' 'EFO_0000717' 'EFO_1000635' 'EFO_0009609'
 'EFO_0000685' 'MONDO_0015128' 'EFO_0000545' 'HP_0002140' 'EFO_0007140'
 'EFO_1001321' 'EFO_1000941' 'EFO_0004237' 'EFO_0002609' 'EFO_0000311'
 'MONDO_0001705' 'EFO_0003106' 'EFO_0000211' 'EFO_0007227' 'EFO_0007403'
 'EFO_0007387' 'EFO_1001467' 'EFO_0003918']",False,['ENSG00000113580']
CHEMBL1431,METFORMIN,Small molecule,True,1995.0,,['CHEMBL3094198' 'CHEMBL1703'],"['EFO_1000419' 'EFO_0001361' 'EFO_0000365' 'EFO_1000710' 'EFO_0000275'
 'EFO_0008569' 'EFO_0000756' 'EFO_1001390' 'EFO_0000308' 'MONDO_0044704'
 'EFO_1001951' 'EFO_0003914' 'HP_0100543' 'EFO_1001492' 'EFO_0003931'
 'EFO_1001459' 'EFO_0002690' 'MONDO_0002974' 'MONDO_0008903' 'EFO_0003884'
 'EFO_0000676' 'Orphanet_827' 'EFO_1001348' 'HP_0002910' 'EFO_0000400'
 'MONDO_0001941' 'HP_0000842' 'EFO_0005762' 'EFO_0002618' 'EFO_0005922'
 'EFO_1000782' 'EFO_1001496' 'EFO_0000660' 'MONDO_0008315' 'EFO_0001663'
 'MONDO_0002691' 'GO_0007568' 'EFO_0000341' 'EFO_0001378' 'EFO_0004364'
 'HP_0001249' 'EFO_0009637' 'EFO_0004214' 'Orphanet_84' 'EFO_1001465'
 'MONDO_0007254' 'Orphanet_98473' 'EFO_0003847' 'MONDO_0002158'
 'EFO_0000289' 'MONDO_0002050' 'EFO_0003968' 'EFO_0003100' 'EFO_0000196'
 'EFO_0000707' 'EFO_0002546' 'HP_0001541' 'HP_0012115' 'EFO_0000616'
 'EFO_0000280' 'EFO_0000694' 'EFO_0006859' 'EFO_0001645' 'EFO_0000403'
 'EFO_0000319' 'EFO_0001073' 'EFO_0000537' 'EFO_1000954' 'MONDO_0021350'
 'EFO_0000195' 'EFO_0003885' 'EFO_0010269' 'EFO_1001892' 'EFO_0004220'
 'EFO_1001121' 'EFO_0000649' 'EFO_0002614' 'MONDO_0011962' 'EFO_0000764'
 'EFO_0000702' 'EFO_0000199' 'EFO_0002517' 'MONDO_0018906' 'EFO_1001207'
 'EFO_0005411' 'EFO_0000519' 'EFO_0004265' 'Orphanet_524' 'HP_0001397'
 'EFO_0000729' 'EFO_0001075' 'EFO_0003095' 'MONDO_0002009' 'EFO_0000571'
 'HP_0001268' 'EFO_1000657' 'MONDO_0004222' 'EFO_1000235' 'EFO_0000228'
 'EFO_0004593' 'EFO_0002506' 'Orphanet_733' 'EFO_0000182' 'HP_0003419'
 'EFO_0003940' 'EFO_0000692' 'EFO_1000045' 'EFO_0001416' 'EFO_0005761'
 'Orphanet_100' 'HP_0003124' 'MONDO_0004658' 'EFO_0000466' 'EFO_0000220'
 'EFO_0002687' 'Orphanet_325546' 'MONDO_0008170' 'EFO_0003821'
 'EFO_0009516' 'MONDO_0000396' 'Orphanet_309005' 'Orphanet_98896'
 'MP_0001845' 'MONDO_0100096' 'EFO_0005537' 'EFO_0001359' 'EFO_0000233'
 'EFO_0001360' 'Orphanet_282' 'EFO_0004566' 'Orphanet_232' 'MONDO_0015686'
 'EFO_1001901' 'EFO_1001249' 'EFO_1001461' 'MONDO_0021063' 'MONDO_0002087'
 'EFO_0003876' 'EFO_0000305' 'EFO_1000357' 'EFO_0002950' 'MONDO_0001187'
 'EFO_1001480' 'EFO_1000044' 'MONDO_0041161' 'EFO_1000043' 'EFO_0003144'
 'EFO_0000673' 'EFO_1000660' 'EFO_0003047' 'EFO_0002617' 'EFO_0000685'
 'EFO_0000545' 'EFO_0003963' 'EFO_0000677' 'HP_0011015' 'EFO_0003770'
 'EFO_0000313' 'Orphanet_110' 'EFO_0003060' 'Orphanet_908' 'EFO_0000311'
 'EFO_0000589' 'EFO_0003863' 'MONDO_0004782' 'EFO_0000095' 'EFO_0001421'
 'EFO_0004142' 'EFO_0003833' 'EFO_0003918' 'EFO_0000181' 'EFO_0003050']",False,"['ENSG00000178127' 'ENSG00000186010' 'ENSG00000137806' 'ENSG00000267855'
 'ENSG00000119421' 'ENSG00000166136' 'ENSG00000198695' 'ENSG00000198840'
 'ENSG00000158864' 'ENSG00000184983' 'ENSG00000168653' 'ENSG00000184752'
 'ENSG00000099795' 'ENSG00000164258' 'ENSG00000065518' 'ENSG00000151366'
 'ENSG00000131495' 'ENSG00000109390' 'ENSG00000147684' 'ENSG00000170906'
 'ENSG00000004779' 'ENSG00000165264' 'ENSG00000198886' 'ENSG00000115159'
 'ENSG00000145494' 'ENSG00000125356' 'ENSG00000128609' 'ENSG00000090266'
 'ENSG00000123545' 'ENSG00000198763' 'ENSG00000119013' 'ENSG00000174886'
 'ENSG00000140990' 'ENSG00000213619' 'ENSG00000189043' 'ENSG00000178057'
 'ENSG00000160194' 'ENSG00000164182' 'ENSG00000136521' 'ENSG00000167792'
 'ENSG00000115286' 'ENSG00000139180' 'ENSG00000023228' 'ENSG00000185633'
 'ENSG00000183648' 'ENSG00000130414' 'ENSG00000110717' 'ENSG00000212907'
 'ENSG00000147123' 'ENSG00000198786' 'ENSG00000198888']"
CHEMBL2108129,SARUPLASE,Enzyme,False,,,,,False,
CHEMBL279516,INDORAMIN,Small molecule,False,,,['CHEMBL2104941'],,False,
CHEMBL3039502,DUVELISIB,Small molecule,True,2018.0,,,"['EFO_0000616' 'EFO_0000685' 'EFO_0000756' 'EFO_0005952' 'MONDO_0044881'
 'EFO_0000311' 'EFO_0000211' 'EFO_0000565' 'MONDO_0100096' 'EFO_0000096'
 'EFO_0000095' 'EFO_0000270' 'EFO_0001421' 'EFO_0000574' 'EFO_1001051'
 'MONDO_0018906' 'EFO_1000785' 'MONDO_0002083' 'EFO_0000181']",False,['ENSG00000171608' 'ENSG00000105851']
CHEMBL3301581,ABALOPARATIDE,Protein,True,2017.0,,,['EFO_0003931' 'EFO_0003854' 'EFO_0003882'],False,['ENSG00000160801']
CHEMBL3707328,GALCANEZUMAB,Antibody,False,2018.0,,,['EFO_1001219' 'EFO_0003821' 'EFO_0004616' 'EFO_0003843'],False,['ENSG00000110680' 'ENSG00000175868']
CHEMBL4298209,BELANTAMAB MAFODOTIN,Antibody,True,2020.0,,,['EFO_0000616' 'EFO_0000403' 'EFO_0001378' 'Orphanet_85443'],False,"['ENSG00000261456' 'ENSG00000188229' 'ENSG00000104833' 'ENSG00000137267'
 'ENSG00000258947' 'ENSG00000101162' 'ENSG00000048462' 'ENSG00000196230'
 'ENSG00000137285' 'ENSG00000176014']"
CHEMBL545,ALCOHOL,Small molecule,False,,,,,False,
CHEMBL573,NIACIN,Small molecule,False,,,,,False,
CHEMBL730,NITROGLYCERIN,Small molecule,True,1981.0,,,"['EFO_0003086' 'EFO_0004234' 'EFO_0009846' 'EFO_1000657' 'HP_0031217'
 'EFO_0003882' 'EFO_1001145' 'EFO_1000994' 'EFO_0003913' 'HP_0012390'
 'HP_0000938' 'EFO_1000783' 'EFO_1001375' 'EFO_0000544' 'EFO_0003144'
 'MONDO_0008903' 'EFO_0000712' 'EFO_1001993' 'EFO_0009552' 'EFO_0003917'
 'EFO_0000685' 'MONDO_0005149' 'EFO_0002687' 'EFO_1001395' 'EFO_0001645'
 'EFO_0000319' 'EFO_0003843' 'EFO_0003060' 'EFO_0000537' 'EFO_0000546'
 'HP_0100806' 'MP_0001845' 'EFO_0008583' 'EFO_0000612' 'HP_0031273'
 'MONDO_0004857' 'EFO_0004265' 'EFO_0005251']",False,['ENSG00000061918' 'ENSG00000123201']
CHEMBL772,RESERPINE,Small molecule,False,1960.0,,,"['EFO_0003914' 'EFO_0003777' 'EFO_0001361' 'EFO_0002610' 'HP_0003124'
 'EFO_0001645' 'EFO_0003763' 'EFO_0004701' 'EFO_0001360' 'EFO_0000537']",True,['ENSG00000165646']
CHEMBL897,PROBENECID,Small molecule,False,1951.0,,,"['EFO_0000616' 'EFO_0003035' 'EFO_0004274' 'EFO_0005222' 'EFO_0001073'
 'EFO_0003829' 'EFO_0003103' 'EFO_0000474' 'EFO_0000544' 'EFO_0003144'
 'MONDO_0001314' 'EFO_0007328' 'EFO_1001207' 'MONDO_0043510' 'EFO_0001360']",False,['ENSG00000197901' 'ENSG00000168065' 'ENSG00000149452']
CHEMBL1068,OXCARBAZEPINE,Small molecule,False,2000.0,,,"['EFO_0005762' 'EFO_1001219' 'EFO_0004216' 'HP_0000726' 'EFO_0003015'
 'HP_0001250' 'EFO_0000311' 'HP_0000713' 'EFO_0003885' 'EFO_0000474'
 'EFO_0000289' 'MONDO_0002050' 'EFO_0004263' 'EFO_0000270' 'EFO_0005230'
 'EFO_0000692']",False,"['ENSG00000185313' 'ENSG00000196876' 'ENSG00000183873' 'ENSG00000136546'
 'ENSG00000144285' 'ENSG00000169432' 'ENSG00000168356' 'ENSG00000007314'
 'ENSG00000136531' 'ENSG00000153253']"
CHEMBL1200562,HYDROCORTISONE VALERATE,Small molecule,False,1978.0,,,['EFO_0009552' 'EFO_0005752' 'HP_0004798'],False,['ENSG00000113580']
CHEMBL1265,ADAPALENE,Small molecule,False,1996.0,,,['MP_0001845' 'EFO_0000701' 'EFO_0003894'],False,['ENSG00000131759' 'ENSG00000077092' 'ENSG00000172819']
CHEMBL1294,QUINIDINE,Small molecule,True,1950.0,,"['CHEMBL2068675' 'CHEMBL3707183' 'CHEMBL1435413' 'CHEMBL1200437'
 'CHEMBL2165709']","['EFO_0004269' 'MONDO_0002009' 'EFO_0000275' 'EFO_0003821' 'EFO_0000249'
 'EFO_0004278' 'EFO_0003758' 'EFO_1001249' 'EFO_1001413' 'EFO_0004197'
 'EFO_0003885' 'MONDO_0002050' 'EFO_0004287' 'EFO_0000253' 'EFO_0000612'
 'HP_0002019']",False,"['ENSG00000153253' 'ENSG00000185313' 'ENSG00000183873' 'ENSG00000136546'
 'ENSG00000144285' 'ENSG00000169432' 'ENSG00000168356' 'ENSG00000007314'
 'ENSG00000136531' 'ENSG00000196876']"
CHEMBL1676,FLUTICASONE FUROATE,Small molecule,False,2007.0,,,"['EFO_0005854' 'EFO_0008521' 'HP_0006536' 'EFO_1000391' 'EFO_0000270'
 'EFO_0007533' 'EFO_0000341' 'EFO_0007141' 'EFO_1001417' 'HP_0001742'
 'EFO_0003918' 'EFO_0003956']",False,['ENSG00000113580']
CHEMBL170988,PHENFORMIN,Small molecule,False,,,['CHEMBL2348409' 'CHEMBL1528839'],,True,
CHEMBL1908360,EVEROLIMUS,Small molecule,True,2009.0,,,"['EFO_1000256' 'EFO_0000637' 'EFO_0000365' 'EFO_0000558' 'EFO_0000681'
 'EFO_0005952' 'Orphanet_306498' 'EFO_0000632' 'EFO_1001951' 'EFO_0000588'
 'EFO_0000339' 'MONDO_0002974' 'MONDO_0008903' 'EFO_0003884'
 'MONDO_0020732' 'EFO_0000514' 'EFO_1000882' 'Orphanet_2495'
 'MONDO_0015277' 'EFO_0000760' 'MONDO_0021054' 'EFO_0000198'
 'MONDO_0013730' 'EFO_0002618' 'MONDO_0002715' 'Orphanet_636'
 'EFO_1001968' 'EFO_1001496' 'MONDO_0008315' 'EFO_0005221' 'EFO_1000026'
 'MONDO_0002691' 'EFO_0000630' 'MONDO_0021639' 'Orphanet_398934'
 'MONDO_0020290' 'EFO_1001231' 'Orphanet_2869' 'EFO_0000574' 'EFO_0001378'
 'EFO_0001376' 'EFO_0005672' 'EFO_0001062' 'EFO_0003086' 'EFO_0001365'
 'EFO_0007451' 'EFO_0002913' 'MONDO_0007254' 'EFO_0001071' 'EFO_0004252'
 'MONDO_0001056' 'MONDO_0002158' 'MONDO_0002898' 'EFO_0004289'
 'EFO_1000630' 'Orphanet_805' 'EFO_0000326' 'EFO_0002499' 'EFO_0000183'
 'MONDO_0003478' 'EFO_0000616' 'EFO_0003897' 'EFO_0005220' 'EFO_0006859'
 'EFO_1000601' 'EFO_0007331' 'EFO_0002916' 'MONDO_0024503' 'EFO_0001645'
 'EFO_0000403' 'Orphanet_44890' 'EFO_0000222' 'MONDO_0007576'
 'EFO_0004599' 'EFO_0003896' 'MONDO_0002120' 'MONDO_0002603' 'EFO_0000764'
 'MONDO_0011962' 'EFO_0000702' 'MONDO_0002367' 'EFO_1000852' 'EFO_0000763'
 'MONDO_0024880' 'EFO_1001927' 'EFO_0000519' 'MONDO_0000873' 'EFO_0003869'
 'EFO_0000540' 'EFO_0000228' 'EFO_0003046' 'EFO_0000333' 'EFO_0003913'
 'EFO_0000565' 'EFO_0000544' 'HP_0001871' 'MONDO_0003268' 'EFO_0000389'
 'EFO_0000182' 'MONDO_0005411' 'Orphanet_637' 'EFO_1000045' 'EFO_0009441'
 'MONDO_0000447' 'EFO_0008620' 'EFO_0000220' 'MONDO_0002108' 'EFO_0004224'
 'MONDO_0008170' 'EFO_0000349' 'Orphanet_3389' 'EFO_0009708' 'EFO_0005537'
 'EFO_0006544' 'MONDO_0021640' 'MONDO_0009348' 'EFO_0002970'
 'MONDO_0100342' 'EFO_1001901' 'EFO_1001469' 'Orphanet_538'
 'MONDO_0002087' 'MONDO_0021063' 'EFO_1002048' 'EFO_0000305' 'EFO_0000231'
 'EFO_0000272' 'MONDO_0001187' 'HP_0000083' 'EFO_1001480' 'EFO_1000044'
 'EFO_1000218' 'EFO_0000474' 'MONDO_0041161' 'EFO_0003860' 'EFO_0000770'
 'EFO_0002626' 'Orphanet_93460' 'EFO_0003047' 'EFO_0002617' 'EFO_1000158'
 'EFO_1000616' 'MONDO_0016586' 'EFO_0000313' 'HP_0009720' 'EFO_0004243'
 'EFO_0003060' 'EFO_0000311' 'MONDO_0016693' 'EFO_0003863' 'EFO_0006861'
 'EFO_0003833' 'EFO_0000691' 'MONDO_0021637' 'EFO_0000181' 'MONDO_0001422']",False,['ENSG00000088832']
CHEMBL2108676,ELOSULFASE ALFA,Enzyme,True,2014.0,,,,False,
CHEMBL232201,BENZIODARONE,Small molecule,False,,,,['EFO_0000319'],True,['ENSG00000198668']
